artist;song;duration_ms
Christina Perri;human;250706
Drake;Hold On, We're Going Home;227880
James Blunt;Bonfire Heart;238000
Maroon 5;Daylight;225066
Childish Gambino;3005;235662
Avril Lavigne;Here's to Never Growing Up;214080
Taylor Swift;22;232120
Passenger;Let Her Go;252866
Ariana Grande;The Way;227026
Rihanna;Stay;240706
Justin Timberlake;Suit & Tie (feat. Jay-Z);326280
Bruno Mars;When I Was Your Man;213826
Florida Georgia Line;Cruise;208960
Pharrell Williams;"Happy - From ""Despicable Me 2""";232720
Katy Perry;Dark Horse;215672
ScHoolboy Q;Collard Greens;299960
Iggy Azalea;Fancy;199938
Maroon 5;Animals;231013
Sam Smith;Stay With Me;172723
MAGIC!;Rude;224840
Sia;Chandelier;216120
John Legend;All of Me;269560
ZHU;Faded;223386
Meghan Trainor;All About That Bass;187920
David Guetta;Lovers on the Sun (feat. Sam Martin);203520
Iggy Azalea;Black Widow;209423
Tove Lo;Habits (Stay High);209160
Oliver Heldens;Gecko (Overdrive) - Radio Edit;165440
DJ Snake;You Know You Like It;247266
Jason Derulo;Talk Dirty (feat. 2 Chainz);177685
Maroon 5;Maps;189840
David Guetta;Bad (feat. Vassy) - Radio Edit;170625
Tinashe;2 On (feat. ScHoolboy Q);227000
Route 94;My Love (feat. Jess Glynne);259934
Taylor Swift;Bad Blood;211933
Trey Songz;Na Na;231906
Calvin Harris;Under Control (feat. Hurts);184280
O.T. Genasis;CoCo;239573
Jason Derulo;Wiggle (feat. Snoop Dogg);193295
Lilly Wood and The Prick;Prayer in C - Robin Schulz Radio Edit;189399
Jeremih;Don't Tell 'Em;266840
Nicki Minaj;Anaconda;260240
Calvin Harris;Blame (feat. John Newman);212960
DJ Snake;Turn Down for What;213733
Pitbull;Timber (feat. Ke$ha);204160
OneRepublic;Counting Stars;257386
Bobby Shmurda;Hot N*gga;194561
Calvin Harris;Summer;224506
ScHoolboy Q;Man Of The Year;216013
Nico & Vinz;Am I Wrong;245866
Becky G;Shower;206166
Sigma;Nobody To Love - Radio Edit;189720
The Chainsmokers;#SELFIE - Original Mix;183750
Lorde;Team;193058
Rixton;Me And My Broken Heart;193733
Klingande;Jubel - Radio Edit;201626
Mr. Probz;Waves - Robin Schulz Radio Edit;208133
Paloma Faith;Only Love Can Hurt Like This;232893
Kiesza;Hideaway;251986
Ellie Goulding;Burn;231211
Ariana Grande;Break Free;214840
Kid Ink;Show Me (feat. Chris Brown);217800
Tove Lo;Talking Body;238426
Chris Brown;Loyal (feat. Lil Wayne & Tyga);264946
OneRepublic;Love Runs Out;224226
Olly Murs;Up (feat. Demi Lovato);224293
Peking Duk;High (feat. Nicole Millar);228000
Milky Chance;Stolen Dance;313684
Ed Sheeran;Don't;219840
Ariana Grande;Love Me Harder;236133
Enrique Iglesias;Bailando - Spanish Version;243386
Avicii;Hey Brother;255093
Jessie J;Bang Bang;199386
Duke Dumont;I Got U;285596
Gorgon City;Ready For Your Love;198880
Taylor Swift;Style;231000
MKTO;Classic;175426
Disclosure;Latch;255631
Ariana Grande;Problem;193920
Charli XCX;Boom Clap;169866
One Direction;Steal My Girl;228133
Tiësto;Red Lights;263890
Selena Gomez;The Heart Wants What It Wants;227360
Rita Ora;I Will Never Let You Down;203466
5 Seconds of Summer;She Looks So Perfect;202496
The Script;Superheroes;245466
Taylor Swift;Shake It Off;219200
One Direction;Night Changes;226600
Ed Sheeran;Sing;235382
Alesso;Heroes (we could be);209866
Tiësto;Wasted;188371
G.R.L.;Ugly Heart;198306
Coldplay;A Sky Full of Stars;267866
Clean Bandit;Rather Be (feat. Jess Glynne);227833
Zedd;Stay The Night - Featuring Hayley Williams Of Paramore;217346
Sia;Elastic Heart;257200
One Direction;Story of My Life;245493
Alex & Sierra;Little Do You Know;185200
Omarion;Post to Be (feat. Chris Brown & Jhene Aiko);226580
Echosmith;Cool Kids;237626
Natalie La Rose;Somebody;189906
Vance Joy;Riptide;204280
Beyoncé;Drunk in Love (feat. Jay-Z);323480
Maroon 5;Sugar;235493
Ella Henderson;Ghost;213213
Ed Sheeran;"I See Fire - From ""The Hobbit - The Desolation Of Smaug""";300840
Chris Brown;New Flame (feat. Usher & Rick Ross);244226
Sheppard;Geronimo;218227
Olly Murs;Wrapped Up (feat. Travie McCoy);185640
Sam Smith;Money On My Mind;192670
Jason Derulo;Trumpets;217306
Nicki Minaj;Bed Of Lies;269946
Nick Jonas;Jealous - Remix;222213
Mark Ronson;Uptown Funk (feat. Bruno Mars);269666
Ed Sheeran;Thinking out Loud;281560
Wiz Khalifa;See You Again (feat. Charlie Puth);229525
Justin Bieber;What Do You Mean?;205680
Major Lazer;Lean On (feat. MØ & DJ Snake);176561
The Weeknd;"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack";252226
Ellie Goulding;"Love Me Like You Do - From ""Fifty Shades Of Grey""";252534
Calvin Harris;Outside (feat. Ellie Goulding);227266
David Guetta;Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack);192560
Demi Lovato;Cool for the Summer;214746
Taylor Swift;Blank Space;231826
The Weeknd;The Hills;242253
The Neighbourhood;Daddy Issues;260173
Deorro;Five More Hours;211975
Avicii;The Nights;176658
DJ Snake;You Know You Like It;247266
Adam Lambert;Ghost Town;208330
Rae Sremmurd;No Type;200080
Taylor Swift;Bad Blood;200106
Flo Rida;GDFR (feat. Sage the Gemini & Lookas);190185
Robin Schulz;Sugar (feat. Francesco Yates);219043
Calvin Harris;How Deep Is Your Love;212640
Philip George;Wish You Were Mine - Radio Edit;177560
Trey Songz;Na Na;231906
Fall Out Boy;Centuries;228360
Rob $tone;Chill Bill (feat. J. Davi$ & Spooks);177184
Lost Frequencies;Are You With Me - Radio Edit;138842
Twenty One Pilots;Stressed Out;202333
Fifth Harmony;Worth It (feat. Kid Ink);224573
KALEO;Way down We Go;219560
Sam Smith;Like I Can;167065
Major Lazer;Light It Up (feat. Nyla & Fuse ODG) - Remix;166138
Martin Solveig;Intoxicated - New Radio Mix;159693
Avicii;Waiting For Love;230613
Felix Jaehn;Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson);186146
Taylor Swift;Wildest Dreams;220440
The Weeknd;In The Night;235653
Pitbull;Time of Our Lives;229360
Galantis;Runaway (U & I);227073
Rihanna;Bitch Better Have My Money;219305
Zara Larsson;Lush Life;202213
One Direction;Drag Me Down;192120
Travis Scott;Antidote;262693
Years & Years;King;215360
Demi Lovato;Confident;205745
Lemaitre;Closer;270589
Selena Gomez;Same Old Love;229080
Pia Mia;Do It Again;207746
Flo Rida;My House;192190
Silentó;Watch Me (Whip / Nae Nae);185131
Chris Brown;Ayo;225226
The Strumbellas;Spirits;203653
Fetty Wap;Trap Queen;222093
Tove Lo;Talking Body;238426
Beyoncé;7-Nov;213506
Lana Del Rey;High By The Beach;257573
Zara Larsson;Never Forget You;213427
Jeremih;oui;238320
Drake;Hotline Bling;267066
Selena Gomez;Kill Em With Kindness;217906
Birdy;Let It All Go;280757
Fetty Wap;679 (feat. Remy Boyz);196693
Ariana Grande;Love Me Harder;236133
The Weeknd;Can't Feel My Face;213520
SAYGRACE;You Don't Own Me (feat. G-Eazy);199314
X Ambassadors;Renegades;195200
R. City;Locked Away (feat. Adam Levine);227480
Kygo;Stole the Show;223186
Tame Impala;The Less I Know The Better;216320
Selena Gomez;Good For You;221560
Fetty Wap;My Way (feat. Monty);213053
Hozier;Take Me To Church;241688
Taylor Swift;Style;231000
Alessia Cara;Here;199453
Sam Smith;"Writing's On The Wall - From ""Spectre"" Soundtrack";278987
David Guetta;Bang My Head (feat. Sia & Fetty Wap);193333
Meek Mill;All Eyes on You (feat. Chris Brown & Nicki Minaj);223973
Big Sean;I Don't Fuck With You;284386
Kygo;Firestone;271640
Drake;Jumpman;205879
Petit Biscuit;Sunset Lover;237792
Shawn Mendes;Stitches;206880
Flo Rida;I Don't Like It, I Love It (feat. Robin Thicke & Verdine White);224258
Selena Gomez;The Heart Wants What It Wants;227373
Jack Ü;Where Are Ü Now (with Justin Bieber);250285
Ellie Goulding;On My Mind;213445
Bryson Tiller;Don't;198293
Rich Homie Quan;Flex (Ooh, Ooh, Ooh);176674
Joel Adams;Please Don't Go;210580
Zedd;I Want You To Know;238800
Jonas Blue;Fast Car;212424
BØRNS;Electric Love;218173
Sigala;Easy Love;229813
Justin Bieber;Sorry;200786
Ariana Grande;One Last Time;197266
Little Mix;Black Magic;211773
One Direction;Perfect;230333
Years & Years;Shine;255506
Meghan Trainor;Lips Are Movin;182666
Nicky Jam;El Perdón - Forgiveness;206666
The Weeknd;Starboy;230453
Drake;One Dance;173986
Justin Bieber;Love Yourself;233720
The Chainsmokers;Closer;244960
Adele;Hello;295502
Desiigner;Panda;246761
Burak Yeter;Tuesday (feat. Danelle Sandoval);241874
Sia;Cheap Thrills (feat. Sean Paul);224813
OneRepublic;Wherever I Go;169773
Rihanna;Work;219320
Coldplay;Hymn for the Weekend;258266
Justin Bieber;Sorry;200786
Justin Timberlake;"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")";236001
WILLOW;Wait a Minute!;196520
Desiigner;Tiimmy Turner;239853
G-Eazy;Me, Myself & I;251466
David Guetta;This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016);207272
Astrid S;Hurts So Good;208728
Lil Wayne;Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors);243490
Twenty One Pilots;Heathens;195920
Future;Low Life (feat. The Weeknd);313546
Galantis;No Money;189126
The Chainsmokers;Don't Let Me Down;208373
Tinie Tempah;Girls Like (feat. Zara Larsson);196000
Alok;Hear Me Now;192846
Jon Bellion;All Time Low;217603
Cheat Codes;Sex;228361
Meghan Trainor;NO;213506
Dua Lipa;Hotter Than Hell;187957
Martin Garrix;In the Name of Love;195706
Alan Walker;Faded;212106
Tove Lo;Cool Girl;197815
DJ Snake;Let Me Love You;205946
Calvin Harris;This Is What You Came For (feat. Rihanna);222160
Mike Posner;I Took A Pill In Ibiza - Seeb Remix;197933
Kevin Gates;2 Phones;240000
Rihanna;Needed Me;191600
Ariana Grande;Side To Side;226160
Marshmello;Alone;273802
Shawn Mendes;I Know What You Did Last Summer;223853
Selena Gomez;Same Old Love;229080
Calvin Harris;My Way;219159
Fitz and The Tantrums;HandClap;193253
Twenty One Pilots;Ride;214506
Flo Rida;My House;192190
Ariana Grande;Dangerous Woman;235946
Anne-Marie;Alarm;205593
Charlie Puth;We Don't Talk Anymore (feat. Selena Gomez);217706
AlunaGeorge;I'm In Control;209425
Enrique Iglesias;DUELE EL CORAZON (feat. Wisin);199693
MNEK;Never Forget You;213427
Mike Perry;The Ocean (feat. Shy Martin);183414
Drake;Hotline Bling;267066
Ariana Grande;Into You;244453
Shawn Mendes;Treat You Better;187973
Tory Lanez;Say It;237786
Coldplay;Adventure of a Lifetime;263786
Kungs;This Girl - Kungs Vs. Cookin' On 3 Burners;195561
SAYGRACE;You Don't Own Me (feat. G-Eazy);201493
X Ambassadors;Renegades;195200
DNCE;Cake By The Ocean;219146
99 Souls;The Girl Is Mine;216613
Illy;Papercuts (feat. Vera Blue);255889
Kiiara;Gold;225882
Kygo;Stole the Show;222813
Fifth Harmony;Work from Home (feat. Ty Dolla $ign);214480
Drake;Pop Style;212946
ZAYN;PILLOWTALK;203686
Alessia Cara;Here;199453
DJ Snake;Middle;220573
Sigala;Sweet Lovin' - Radio Edit;202149
Drake;Jumpman;205879
Charlie Puth;Dangerously;199133
Nick Jonas;Close;234213
Jonas Blue;Perfect Strangers;196613
Major Lazer;Cold Water (feat. Justin Bieber & MØ);185351
The Chainsmokers;Roses;226738
Tory Lanez;LUV;228640
P!nk;"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")";215413
Bryson Tiller;Don't;198293
Steve Aoki;Just Hold On;198774
Clean Bandit;Tears (feat. Louisa Johnson);225914
Jonas Blue;Fast Car;212424
Flume;Never Be Like You;233337
Bastille;Good Grief;206493
Sia;The Greatest (feat. Kendrick Lamar);210226
PARTYNEXTDOOR;Not Nice;202661
Garrett Nash;i hate u, i love u (feat. olivia o'brien);251033
Hilltop Hoods;1955;239280
Fifth Harmony;All In My Head (Flex) (feat. Fetty Wap);210573
Daya;Sit Still, Look Pretty;202221
Kent Jones;Don't Mind;198236
Flume;Say It;262521
Bryson Tiller;Exchange;194613
MØ;Final Song;235826
Beyoncé;Sorry;232560
Little Mix;Shout Out to My Ex;246240
The Lumineers;Ophelia;160097
Frank Ocean;Pink + White;184516
Drake;Too Good;263373
Ed Sheeran;Shape of You;233712
Sean Paul;No Lie;221176
Luis Fonsi;Despacito (Featuring Daddy Yankee);228200
Sam Smith;Too Good At Goodbyes;201000
Clean Bandit;Rockabye (feat. Sean Paul & Anne-Marie);251088
Camila Cabello;Havana (feat. Young Thug);216896
Imagine Dragons;Thunder;187146
Maroon 5;Don't Wanna Know (feat. Kendrick Lamar);214265
The Chainsmokers;Something Just Like This;247160
Ed Sheeran;Perfect;263400
MGMT;Little Dark Age;299960
Travis Scott;goosebumps;243836
Billie Eilish;Bored;180933
Future;Mask Off;204600
G-Eazy;Him & I;268866
Maroon 5;Cold (feat. Future);234308
Rae Sremmurd;Swang;208120
Lil Peep;Save That Shit;231546
A$AP Ferg;Plain Jane;173600
French Montana;Unforgettable;233901
21 Savage;Bank Account;220306
Axwell /\ Ingrosso;More Than You Know;203000
ZAYN;Dusk Till Dawn (feat. Sia) - Radio Edit;239000
J Balvin;Mi Gente;189029
Jax Jones;You Don't Know Me - Radio Edit;213946
Rae Sremmurd;Black Beatles;291893
Zara Larsson;Ain't My Fault;224030
Travis Scott;BUTTERFLY EFFECT;190677
Ayo & Teo;Rolex;238586
Lil Uzi Vert;XO Tour Llif3;182706
Imagine Dragons;Whatever It Takes;201240
Rob $tone;Chill Bill (feat. J. Davi$ & Spooks);177184
Jason Derulo;Swalla (feat. Nicki Minaj & Ty Dolla $ign);216408
G-Eazy;No Limit;245386
Playboi Carti;Magnolia;181812
Chord Overstreet;Hold On;198853
Jax Jones;Breathe;207629
Imagine Dragons;Believer;204346
Natti Natasha;Criminal;232549
Kendrick Lamar;HUMBLE.;177000
Selena Gomez;Fetish (feat. Gucci Mane);186112
Charlie Puth;Attention;211475
Big Shaq;Man's Not Hot;186026
Anne-Marie;Ciao Adios;200104
Rag'n'Bone Man;Human;200186
blackbear;do re mi;212027
Lil Pump;Gucci Gang;124055
Taylor Swift;Look What You Made Me Do;211853
Enrique Iglesias;SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox);207680
Kodak Black;Tunnel Vision;268186
Kendrick Lamar;DNA.;185946
A Boogie Wit da Hoodie;Drowning (feat. Kodak Black);209269
XXXTENTACION;Jocelyn Flores;119133
Migos;Bad and Boujee (feat. Lil Uzi Vert);343150
Yo Gotti;Rake It Up (feat. Nicki Minaj);276333
Martin Garrix;Scared to Be Lonely;220883
Jonas Blue;Mama;181614
Martin Jensen;Solo Dance;174933
Taylor Swift;...Ready For It?;208186
David Guetta;2U (feat. Justin Bieber);194896
Migos;Slippery (feat. Gucci Mane);304041
Shawn Mendes;There's Nothing Holdin' Me Back;199440
G-Eazy;Good Life (with G-Eazy & Kehlani);225520
The Vamps;All Night;197640
Dua Lipa;New Rules;212000
Cardi B;Bodak Yellow;223962
Rag'n'Bone Man;Skin;239626
Zara Larsson;I Would Like;226720
DJ Khaled;Wild Thoughts (feat. Rihanna & Bryson Tiller);204173
Post Malone;Congratulations;220293
Avicii;Without You (feat. Sandro Cavazza);181672
Clean Bandit;Symphony (feat. Zara Larsson);214866
Katy Perry;Chained To The Rhythm;237733
Zay Hilfigerrr;Juju on That Beat (TZ Anthem);144244
Calvin Harris;Feels (feat. Pharrell Williams, Katy Perry & Big Sean);223413
Migos;T-Shirt;242407
OneRepublic;Rich Love (with Seeb);201256
Maggie Lindemann;Pretty Girl - Cheat Codes X CADE Remix;193613
Macklemore;Glorious (feat. Skylar Grey);220454
Hayden James;NUMB;217296
Liam Payne;Strip That Down;204502
Drake;Passionfruit;298940
Justin Bieber;Friends (with BloodPop®);189466
ZAYN;"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""";245200
Alessia Cara;Scars To Your Beautiful;230226
2 Chainz;It's A Vibe;210200
Starley;Call on Me - Ryan Riback Remix;222040
AJR;Weak;201160
Lana Del Rey;Lust for Life (with The Weeknd);264011
CNCO;Reggaetón Lento (Remix);188786
The Vamps;Middle Of The Night;174600
The Weeknd;I Feel It Coming;269186
The Chainsmokers;Paris;221506
Big Sean;Bounce Back;222360
Shawn Mendes;Mercy;208733
Avicii;Lonely Together (feat. Rita Ora);181812
Cheat Codes;No Promises (feat. Demi Lovato);223503
Bruno Mars;24K Magic;225983
Lorde;Homemade Dynamite - REMIX;214254
Kygo;It Ain't Me (with Selena Gomez);220780
Drake;God's Plan;198973
Post Malone;rockstar (feat. 21 Savage);218146
Offset;Ric Flair Drip (with Metro Boomin);172800
G-Eazy;Him & I (with Halsey);268866
Dynoro;In My Mind;184560
Juice WRLD;Lucid Dreams;239835
Zedd;The Middle;184732
Marshmello;FRIENDS;202620
Cardi B;I Like It;253390
XXXTENTACION;Moonlight;135090
Ariana Grande;no tears left to cry;205920
Sheck Wes;Mo Bamba;183906
Calvin Harris;One Kiss (with Dua Lipa);214846
Tyga;Taste (feat. Offset);232959
Travis Scott;SICKO MODE;312820
Imagine Dragons;Natural;189466
DJ Snake;Taki Taki (with Selena Gomez, Ozuna & Cardi B);212500
Marshmello;Spotlight;177600
The Weeknd;Pray For Me (with Kendrick Lamar);211440
Billie Eilish;lovely (with Khalid);200185
Migos;Walk It Talk It;276147
Clean Bandit;Solo (feat. Demi Lovato);222653
Drake;Nonstop;238614
6ix9ine;FEFE;179404
The Weeknd;Call Out My Name;228373
Nio Garcia;Te Boté - Remix;417920
Migos;MotorSport;303076
Nicky Jam;X;172854
XXXTENTACION;SAD!;166605
Becky G;Sin Pijama;188560
Machine Gun Kelly;Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha);202804
6ix9ine;GUMMO;157643
Jax Jones;Breathe;207629
The Chainsmokers;Sick Boy;193200
Jay Rock;King's Dead (with Kendrick Lamar, Future & James Blake);229670
Rich The Kid;Plug Walk;175229
Kendrick Lamar;All The Stars (with SZA);232186
Logic;Everyday;204746
Jason Derulo;Tip Toe (feat. French Montana);187521
Ariana Grande;God is a woman;197546
Rae Sremmurd;Powerglide (feat. Juicy J) - From SR3MM;332300
EO;German;170825
Dennis Lloyd;Nevermind;156600
girl in red;we fell in love in october;184153
Selena Gomez;Wolves;197993
Tiësto;Jackie Chan;215759
Tom Walker;Leave a Light On;185863
Sofía Reyes;1, 2, 3 (feat. Jason Derulo & De La Ghetto);201526
Marshmello;Silence;180822
5 Seconds of Summer;Youngblood;203417
Loud Luxury;Body (feat. brando);163216
Liam Payne;For You (Fifty Shades Freed) (& Rita Ora);245453
NF;Let You Down;212120
XXXTENTACION;changes;121886
Maluma;Corazón (feat. Nego do Borel);184720
Cardi B;Bodak Yellow;223712
Lil Baby;Yes Indeed;142273
Jonas Blue;Rise;194407
David Guetta;Flames;194680
Ozuna;Vaina Loca;176133
Charlie Puth;How Long;200853
Post Malone;Better Now;231266
BlocBoy JB;Look Alive (feat. Drake);181263
Eminem;River (feat. Ed Sheeran);221013
Marshmello;Happier;214289
Dean Lewis;Be Alright;196373
Charlie Puth;Done for Me (feat. Kehlani);180493
Migos;Stir Fry;190288
YG;BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj);237240
Drake;In My Feelings;217925
B Young;Jumanji;173153
Charlie Puth;The Way I Am;186080
Reik;Me Niego (feat. Ozuna & Wisin);221653
benny blanco;Eastside (with Halsey & Khalid);173799
Luis Fonsi;Échame La Culpa;173720
MK;17;196489
Rita Ora;Anywhere;215064
Banx & Ranx;Answerphone (feat. Yxng Bane);190920
Ella Mai;Trip;213993
Daddy Yankee;Dura;200480
DJ Khaled;No Brainer;260000
Anne-Marie;2002;186986
FINNEAS;Let's Fall in Love for the Night;190348
Hugh Jackman;The Greatest Show;302146
Halsey;Bad At Love;181279
Drake;I'm Upset;214466
Camila Cabello;Never Be the Same;226973
M.O;Bad Vibe;214253
Dua Lipa;IDGAF;217946
Cashmere Cat;Miss You (with Major Lazer & Tory Lanez);186231
Bazzi;Mine;131064
Lil Dicky;Freaky Friday (feat. Chris Brown);216631
Lauv;I Like Me Better;197436
The Chainsmokers;This Feeling;197946
Maroon 5;Girls Like You (feat. Cardi B) - Cardi B Version;235545
Khalid;Love Lies (with Normani);201707
Drake;Nice For What;210746
Kendrick Lamar;LOVE. FEAT. ZACARI.;213400
Post Malone;Psycho (feat. Ty Dolla $ign);221440
Lil Nas X;Old Town Road - Remix;157066
Billie Eilish;bad guy;194087
Shawn Mendes;Señorita;190799
Ariana Grande;7 rings;178626
Post Malone;Sunflower - Spider-Man: Into the Spider-Verse;157560
Gesaffelstein;Lost in the Fire (feat. The Weeknd);202093
Halsey;Without Me;201660
Regard;Ride It;157605
Lady Gaga;Shallow;215733
Mark Ronson;Nothing Breaks Like a Heart (feat. Miley Cyrus);217466
Lewis Capaldi;Someone You Loved;182160
Jax Jones;All Day And Night;169303
Mustard;Pure Water (with Migos);192470
NLE Choppa;Shotta Flow (feat. Blueface) [Remix];176631
Kodak Black;ZEZE (feat. Travis Scott & Offset);228759
Daddy Yankee;Con Calma;193226
Alec Benjamin;Let Me Down Slowly;169353
BLACKPINK;Kill This Love;189052
Offset;Clout (feat. Cardi B);205803
MEDUZA;Piece Of Your Heart;152913
Ed Sheeran;Antisocial (with Travis Scott);161746
Travis Scott;SICKO MODE;312820
Mabel;Mad Love;169813
Lana Del Rey;Doin' Time;202192
DJ Snake;Taki Taki (feat. Selena Gomez, Ozuna & Cardi B);212500
A Boogie Wit da Hoodie;Look Back at It;179449
Saweetie;My Type;126446
Lil Tecca;Ransom;131240
Russ Millions;Keisha & Becky - Remix;252906
Billie Eilish;lovely (with Khalid);200185
Mabel;Don't Call Me Up;178480
Lil Nas X;Old Town Road;113000
Meek Mill;Going Bad (feat. Drake);180522
Post Malone;Wow.;149546
Doja Cat;Juicy;202333
A Boogie Wit da Hoodie;Swervin (feat. 6ix9ine);189486
iann dior;emotions;131213
Paulo Londra;Adan y Eva;256971
Drake;Money In The Grave (Drake ft. Rick Ross);205426
Lil Nas X;Panini;114893
Bad Bunny;MIA (feat. Drake);210367
Polo G;Pop Out (feat. Lil Tjay);166560
Juice WRLD;Robbery;240050
21 Savage;a lot;288624
Young Thug;The London (feat. J. Cole & Travis Scott);200106
Anuel AA;China;301714
Camila Cabello;Liar;207038
Flipp Dinero;Leave Me Alone;195637
Cardi B;Money;183527
Ariana Grande;break up with your girlfriend, i'm bored;190440
Dave;Location (feat. Burna Boy);241293
Ava Max;Sweet but Psycho;187436
Dua Lipa;Don't Start Now;183290
Young T & Bugsey;Strike a Pose (feat. Aitch);214203
Calvin Harris;Giant (with Rag'n'Bone Man);229184
Ed Sheeran;Take Me Back to London (feat. Stormzy);189733
Cardi B;Please Me;200889
Stormzy;Vossi Bop;196266
Tones And I;Dance Monkey;209438
Ariana Grande;boyfriend (with Social House);186106
Bad Bunny;Callaita;250533
Ava Max;So Am I;183026
Pedro Capó;Calma - Remix;238200
J. Cole;MIDDLE CHILD;213593
Lunay;Soltera - Remix;266086
Khalid;Better;229412
Blueface;Thotiana;129264
DaBaby;Suge;163320
AJ Tracey;Ladbroke Grove;190537
Billie Eilish;bury a friend;193143
BTS;Boy With Luv (feat. Halsey);229773
Wiley;Boasty (feat. Idris Elba);177185
Jonas Brothers;Only Human;183000
5 Seconds of Summer;Easier;157492
Avicii;SOS (feat. Aloe Blacc);157202
Ashley O;On A Roll;154447
Dominic Fike;3 Nights;177666
Sigala;Wish You Well;205653
Megan Thee Stallion;Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign);199427
Anuel AA;Secreto;258800
Sam Feldt;Post Malone (feat. RANI);174444
Kehlani;Nights Like This (feat. Ty Dolla $ign);201787
Sech;Otro Trago;225933
Post Malone;Better Now;231266
Ed Sheeran;Cross Me (feat. Chance the Rapper & PnB Rock);206186
Lauv;i'm so tired...;162582
iann dior;gone girl;136568
Panic! At The Disco;High Hopes;190946
Marshmello;One Thing Right;181823
Sam Smith;How Do You Sleep?;202204
NSG;Options;240081
Normani;Motivation;193837
Joel Corry;Sorry;188640
Post Malone;Goodbyes (Feat. Young Thug);174960
Jonas Brothers;Sucker;181026
Taylor Swift;Cruel Summer;178426
Blanco Brown;The Git Up;200593
Sam Smith;Dancing With A Stranger (with Normani);171029
Post Malone;Circles;215280
